patient_id,national_id,first_name,last_name,date_of_birth,gender,phone,address,blood_type,allergies,chronic_diseases,emergency_contact_name,emergency_contact_phone,registration_date,is_active
136,24607016666450,Abdelrahim,Sobhy,1946-07-01,Male,0107773126,"99245 El Mahatta Ave., Senbellawein, Dakahlia",AB+,,,Wael El-Araby,0111864619,2025-07-09 15:23:05,1
137,26407237070100,Nour,Abdelhamid,1964-07-23,Female,0158622768,"104 26th of July Lane, Ras Gharib, Red Sea",A-,,Chronic kidney disease,Adham El-Khouly,0116676957,2024-08-01 14:08:25,0
138,30202191651536,Malek,El-Qurashi,2002-02-19,Male,0126283300,"53067 El Mahatta Ave., Shebin El Kom, Monufia",AB-,Latex allergy,Diabetes mellitus,Adham Hussein,0125654688,2024-07-22 15:42:46,0
139,24604017368657,Malek,El-Ansari,1946-04-01,Male,0119329229,"8002 El Gomhouria Lane, Ismailia City, Ismailia",B+,,Hypertension,Nour El-Omda,0104864103,2025-08-21 20:12:38,1
140,28308242912670,Gamal,El-Aswany,1983-08-24,Male,0128957189,"6488 El Galaa Rd., Moharam Bek, Alexandria",B+,,Epilepsy,Heba Hassanin,0151053708,2025-05-14 01:53:03,0
141,27104078624378,Sherif,Ali,1971-04-07,Male,0120416216,"1274 El Geish St., Sidi Gaber, Sohag",B+,Penicillin allergy,Heart disease,Omar El-Alawy,0107047479,2025-05-05 10:00:16,0
142,25101066509663,Judy,El-Araby,1951-01-06,Female,0150821035,"46336 El Mostaqbal St., Talkha, Dakahlia",A+,,Diabetes mellitus,Abeer El-Sakka,0151175163,2024-11-04 06:26:00,0
143,28909012439418,Anas,Hegazy,1989-09-01,Male,0123282291,"0831 El Geish Lane, Talkha, Dakahlia",O+,Dust allergy,,Sidra Mansour,0104012433,2025-11-01 00:49:30,0
144,26610254015075,Samy,Mahmoud,1966-10-25,Male,0108484028,"539 El Shohada Sq., El Gouna, Red Sea",AB+,Dust allergy,,Fatma Salem,0103460784,2025-05-11 05:53:04,0
145,28311201472678,Abdullah,Shehata,1983-11-20,Male,0121095460,"14612 El Geish Ave., Asafra, Alexandria",A-,Aspirin allergy,Asthma,Sarah Hussein,0116290007,2024-02-28 02:58:08,1
146,26404283844917,Malek,El-Ghazaly,1964-04-28,Male,0154070776,"0631 El Gomhouria Rd., Smouha, Faiyum",O+,Penicillin allergy,Epilepsy,Raed Salem,0126428553,2024-08-05 08:31:10,1
147,26809208789774,Mina,El-Sakka,1968-09-20,Male,0154265201,"63990 El Galaa Lane, Al Arab District, Port Said",B+,Aspirin allergy,Arthritis,Aline El-Shennawy,0108160628,2025-10-14 15:57:01,0
148,27205225050069,Hoda,Zaker,1972-05-22,Female,0120713016,"33464 El Orouba Lane, Manshat El Qanater, Matrouh",B+,Antibiotic allergy,Heart disease,Ahmed El-Aswany,0105783866,2024-10-10 05:43:48,1
149,27107095248856,Mostafa,Ghoneim,1971-07-09,Male,0127999702,"2047 El Galaa Ave., Toukh, Qalyubia",AB+,,Epilepsy,Aws El-Qurashi,0111944990,2024-01-01 03:25:08,0
150,29204120103324,Yara,El-Omda,1992-04-12,Female,0153131553,"74173 El Gomhouria St., Qantara Gharb, Luxor",B-,Antibiotic allergy,Viral hepatitis,Ghada El-Ansari,0156917232,2023-12-26 14:48:01,1
151,30604066792500,Malak,Helmy,2006-04-06,Female,0123369699,"713 El Wahda St., El Gouna, Red Sea",AB-,,Chronic kidney disease,Saleh El-Sherif,0109968470,2024-09-07 09:13:39,1
152,28202135878647,Radwa,El-Sherif,1982-02-13,Female,0107247522,"074 El Shohada Lane, Manshat El Qanater, Kafr El Sheikh",A-,,,Mazen Helmy,0107447700,2024-05-25 22:02:37,0
153,28212134041033,Ashraf,El-Alawy,1982-12-13,Male,0151342564,"80548 El Nasr Sq., Port Fuad, Port Said",A-,Pollen allergy,Heart disease,Rawan Salama,0115205647,2025-10-14 22:08:30,0
154,26412141339118,Omar,Mansour,1964-12-14,Male,0117124221,"4522 El Tahrir St., Miami, North Sinai",A-,Aspirin allergy,,Zeinab Abdelhamid,0110665133,2025-03-09 20:04:22,1
155,25908073800528,Salma,Shalaby,1959-08-07,Female,0125423181,"26172 El Salam Sq., New Salhia, Sharqia",O+,,Arthritis,Donia Shawky,0107196409,2025-07-27 23:36:18,0
156,27604185071601,Safaa,Ghamrawy,1976-04-18,Female,0100873444,"983 El Mostaqbal St., Abu Hammad, Aswan",B+,,Thyroid disorders,Selim El-Qahery,0107412739,2025-04-22 04:02:09,0
157,27606243501660,Noha,Kamel,1976-06-24,Female,0155256452,"461 El Zohour Lane, Ras Gharib, Beni Suef",A+,Pollen allergy,,Seif El-Alawy,0157414512,2024-07-24 08:12:36,1
158,24812054273935,Tamer,Ali,1948-12-05,Male,0124639958,"128 El Geish Lane, Kafr El Dawar, Kafr El Sheikh",AB-,Aspirin allergy,,Ahmed El-Khouly,0113211693,2024-10-09 13:23:22,0
159,25705095389438,Saeed,El-Qahery,1957-05-09,Male,0151062925,"167 El Mahatta Rd., Faisal, Giza",A+,Penicillin allergy,Thyroid disorders,Sherif Abdullah,0121616497,2024-07-08 21:21:36,1
160,26305077071728,Shaimaa,Bakr,1963-05-07,Female,0157375080,"814 El Mostaqbal Lane, Safaga, Red Sea",O-,,Epilepsy,Fatma El-Araby,0150098234,2025-02-14 18:23:24,0
161,28803081359554,Ramy,Bakr,1988-03-08,Male,0108599709,"947 El Salam St., Ayat, Giza",B-,,Diabetes mellitus,Abeer Abdelaziz,0116087439,2024-11-06 05:40:29,1
162,30301051250626,Rodina,Hegazy,2003-01-05,Female,0101807750,"91370 El Horreya Rd., Nasr City, North Sinai",B+,,Heart disease,Saleh Fahmy,0150555784,2024-05-16 03:54:30,1
163,29501307439194,Tarek,Mansour,1995-01-30,Male,0159436971,"28561 Ramses Lane, Sheikh Zayed, Giza",B+,Peanut allergy,Arthritis,Reem El-Sherif,0109695432,2025-06-12 03:09:19,1
164,26611063529167,Hanan,El-Omda,1966-11-06,Female,0106827059,"770 Ramses St., Agouza, Giza",B-,Peanut allergy,Hypertension,Hoda Sarhan,0129600761,2025-11-05 23:15:02,0
165,29209224053852,Islam,Sobhy,1992-09-22,Male,0103041360,"13518 El Shohada Lane, Zifta, Gharbia",AB+,Latex allergy,Diabetes mellitus,Nour El-Din Salem,0120794357,2025-01-11 15:19:59,0
166,27109124767655,Marwan,El-Iskandarany,1971-09-12,Male,0111835998,"02732 El Zohour Lane, 6th of October, Damietta",AB-,Penicillin allergy,Heart disease,Adam Abdelaziz,0128291509,2024-06-21 07:59:41,1
167,25908236510732,Amr,El-Alawy,1959-08-23,Male,0150240740,"80751 El Horreya Lane, Sidi Gaber, Alexandria",A-,,,Talia Hussein,0101607841,2024-02-24 17:45:21,1
168,25904242577854,Shenouda,Afifi,1959-04-24,Male,0121584938,"33411 Ramses Rd., Asafra, New Valley",O-,Peanut allergy,Diabetes mellitus,Adham Bakr,0113838769,2025-07-12 10:58:27,1
169,25211154928242,Reem,Ali,1952-11-15,Female,0120983802,"8063 El Nasr Sq., Ismailia City, Ismailia",A-,,Chronic kidney disease,Aya Osman,0127117798,2024-04-10 13:41:10,0
170,25408268724189,Hoda,Shehata,1954-08-26,Female,0126550454,"98177 El Mahatta Rd., Ain Shams, Matrouh",B-,Aspirin allergy,,Ali Mokhtar,0151798015,2024-06-30 13:44:26,0
171,27005110543629,Mona,El-Ansari,1970-05-11,Female,0117673252,"1243 El Zohour Lane, Tanta, Gharbia",A-,Pollen allergy,,Nour El-Din El-Khouly,0122397364,2024-02-24 14:50:31,1
172,26306286319965,Safaa,El-Sherbiny,1963-06-28,Female,0103447820,"724 Ramses Ave., 6th of October, Asyut",A-,Peanut allergy,,Nour El-Din Morsi,0118546227,2025-06-27 21:23:17,0
173,27411257235789,Habiba,Fahmy,1974-11-25,Female,0152485067,"991 26th of July Sq., Mounib, Giza",O-,Pollen allergy,,Gehad Zaker,0128404272,2025-05-12 15:40:29,0
174,24912077201267,Rodina,El-Iskandarany,1949-12-07,Female,0122512942,"2159 Salah Salem St., Agouza, Giza",B-,Latex allergy,,Ehab Ali,0128789751,2023-12-31 06:34:08,1
175,24606207974743,Soha,Mokhtar,1946-06-20,Female,0155277997,"16375 El Nasr St., Attaka, Sohag",B-,Aspirin allergy,Viral hepatitis,Sidra Saber,0106890679,2024-07-20 18:16:13,1
176,28201092374246,Rehab,Abdullah,1982-01-09,Female,0115761854,"997 Airport Ave., Helwan, Faiyum",O-,Latex allergy,,Sarah El-Masry,0152821884,2024-06-23 13:54:48,1
177,27002033202351,Aws,Salem,1970-02-03,Male,0119561785,"72476 El Haram St., Ayat, North Sinai",A-,Seafood allergy,Asthma,Mina El-Aswany,0151971503,2025-07-16 00:30:36,1
178,30402045954271,Abdelrahman,Saad,2004-02-04,Male,0118766608,"212 26th of July Ave., Ashmoun, Monufia",A+,,,Gamal Abdelhamid,0112967777,2024-10-08 21:58:51,0
179,27711217427330,Ayman,El-Masry,1977-11-21,Male,0118104883,"35764 El Wahda Sq., Heliopolis, Kafr El Sheikh",A+,Seafood allergy,Viral hepatitis,Gamal Saad,0108470571,2023-12-26 22:11:10,0
180,26703078450484,Fatma,El-Omda,1967-03-07,Female,0106866039,"0699 El Mahatta Sq., Al Sharq District, Port Said",AB+,,,Adel Salama,0115869434,2024-03-28 21:25:46,0
181,25701071323593,Sameh,El-Hashemy,1957-01-07,Male,0158024132,"64924 El Haram Ave., Ismailia City, Ismailia",B-,Antibiotic allergy,,Gamal Shalaby,0103126631,2025-06-15 06:31:16,1
182,29908040910777,Gamal,Sarhan,1999-08-04,Male,0112489491,"096 Airport Sq., Attaka, Suez",A+,Peanut allergy,,Safaa El-Hashemy,0109461021,2025-11-06 06:46:55,1
183,25304126162580,Noha,Shehata,1953-04-12,Female,0103999749,"24122 Airport Lane, Kafr El Zayat, Gharbia",O+,Latex allergy,,Adham Shalaby,0110251118,2025-11-18 06:17:09,1
184,29711072230132,Gamal,El-Hashemy,1997-11-07,Male,0112528250,"865 El Salam Lane, Marsa Matrouh, Qena",AB+,Penicillin allergy,Chronic kidney disease,Wael Abdelsalam,0159623193,2024-11-10 04:52:49,0
185,29312112131395,Ziad,Wahba,1993-12-11,Male,0122659177,"33206 El Mostaqbal Rd., Quseir, Aswan",B+,Latex allergy,,Mona Mahmoud,0128636636,2024-11-16 01:44:38,0
186,27303217557708,Sidra,Afifi,1973-03-21,Female,0126323350,"51065 El Horreya Lane, 6th of October, Giza",B+,,,Ehab Zayed,0102376838,2024-12-23 01:44:41,0
187,28311102076205,Reem,Nassar,1983-11-10,Female,0158917741,"54493 Salah Salem Lane, Gamasa, Minya",AB-,Penicillin allergy,,Abdullah Farag,0112904541,2025-01-07 21:39:13,1
188,24710195903106,Hagar,Fahmy,1947-10-19,Female,0113569855,"88765 El Mostaqbal Ave., Faisal District, Faiyum",A+,Pollen allergy,,Rahma Mahmoud,0128031893,2024-03-15 19:08:01,1
189,30106174131189,Aya,Shawky,2001-06-17,Female,0151114696,"44591 El Geish St., Arbaeen District, Damietta",AB+,Peanut allergy,Asthma,Alaa El-Khouly,0103632568,2024-12-05 04:59:18,1
190,27604172330866,Fatma El-Zahraa,Afifi,1976-04-17,Female,0108587675,"664 El Gomhouria Sq., Maadi, Qena",A+,Seafood allergy,,Nariman El-Khouly,0158554837,2024-03-06 04:08:21,0
191,24704241977139,Ibrahim,Ghoneim,1947-04-24,Male,0152373854,"61517 El Nasr Lane, Al Arab District, Beni Suef",O+,Latex allergy,Viral hepatitis,Mostafa Hussein,0118464604,2025-03-10 11:58:03,0
192,27908058239258,Islam,Wahba,1979-08-05,Male,0123243955,"5529 El Nile Sq., Manshat El Qanater, Luxor",O-,Penicillin allergy,,Nariman El-Shennawy,0151130913,2024-01-03 01:13:56,1
193,29009214289316,Sherif,Hassanin,1990-09-21,Male,0121470103,"527 Salah Salem Sq., Senbellawein, Asyut",B-,,Chronic kidney disease,Youssef Shawky,0102610108,2024-11-07 11:19:48,0
194,26810312613306,Aya,Mokhtar,1968-10-31,Female,0124915455,"724 El Geish Sq., Quseir, Qena",B-,Penicillin allergy,Hypertension,Samar Sobhy,0117108484,2024-12-01 07:18:14,0
195,24909067326291,Wael,Abo El-Naga,1949-09-06,Male,0102041861,"638 26th of July Sq., Senbellawein, Qena",O+,,Diabetes mellitus,Omar El-Alawy,0103298471,2024-04-13 22:18:47,0
196,28405173794683,Sondos,Mokhtar,1984-05-17,Female,0119606876,"499 El Gomhouria Rd., Tanta, Matrouh",B+,,,Hamza Amin,0107790894,2024-03-11 05:10:39,0
197,24707221876252,Abdelrahman,Abo El-Naga,1947-07-22,Male,0111386346,"02379 Ramses Lane, Shebin El Kom, Monufia",AB-,,Thyroid disorders,Amr El-Ansari,0114674760,2024-05-09 20:47:05,1
198,28104134862417,Salem,Ghamrawy,1981-04-13,Male,0155499962,"43189 El Salam Rd., Al Sharq District, Port Said",A+,Pollen allergy,,Basmala Abdullah,0150750290,2023-12-07 05:54:16,1
199,29609265282173,Samy,Bakr,1996-09-26,Male,0112387544,"2502 Airport St., Mit Ghamr, Dakahlia",A-,,Asthma,Mohanad El-Qahery,0151272806,2024-10-09 07:08:15,1
200,29803215480293,Sherif,Bakr,1998-03-21,Male,0105428000,"2563 El Tahrir St., Aswan City, Beni Suef",A+,Dust allergy,,Gehad Hegazy,0128716416,2025-05-21 16:39:44,0
201,25612284038351,Adam,El-Qahery,1956-12-28,Male,0108520686,"13770 El Mostaqbal Ave., Abu Hammad, Sharqia",AB-,Dust allergy,,Raed Abo El-Naga,0154395558,2024-11-04 04:54:03,1
202,30310060583521,Salma,Sarhan,2003-10-06,Female,0112364372,"0943 El Gomhouria St., Suez District, Suez",AB+,Pollen allergy,Epilepsy,Fatma El-Zahraa Hussein,0129824841,2025-09-16 00:33:32,1
203,30503282618956,Tarek,Mohsen,2005-03-28,Male,0155526123,"0884 El Orouba Ave., Mansoura, Beni Suef",O-,Pollen allergy,Arthritis,Judy Mohsen,0151414165,2024-05-23 02:11:39,1
204,29006083752927,Saga,Farag,1990-06-08,Female,0110041137,"737 El Salam Lane, Zamalek, Cairo",B-,Antibiotic allergy,,Judy Abdelsalam,0114740212,2025-10-24 17:08:48,1
205,25011035796094,Islam,El-Hashemy,1950-11-03,Male,0155755800,"3469 El Mostaqbal St., Mounib, Kafr El Sheikh",AB+,,Arthritis,Khaled Abdelsalam,0110390432,2025-05-04 10:06:40,1
206,29912184534529,Nour,Hegazy,1999-12-18,Female,0101206453,"357 El Haram Ave., Moharam Bek, Alexandria",A-,Seafood allergy,,Sameh Nassar,0108106058,2025-06-06 12:58:19,0
207,27104224813972,Karim,Mokhtar,1971-04-22,Male,0152343582,"306 El Haram St., Hurghada, Red Sea",A+,Antibiotic allergy,Arthritis,Jouri Hussein,0100748717,2024-09-25 15:51:43,1
208,28601064389087,Janna,Saad,1986-01-06,Female,0113319711,"45549 El Wahda St., Abu Hammad, North Sinai",A+,,Viral hepatitis,Yara Metwally,0120712210,2025-03-23 16:22:57,1
209,26902278782314,Yasser,Mokhtar,1969-02-27,Male,0106751965,"4203 El Mahatta Ave., Mit Ghamr, Asyut",O+,Seafood allergy,Viral hepatitis,Aws El-Omda,0117844463,2025-09-06 23:03:06,1
210,27402127362460,Radwa,Osman,1974-02-12,Female,0151050347,"99252 El Zohour Sq., Aswan City, Asyut",O-,,,Hagar El-Masry,0121028014,2023-12-13 13:55:16,0
211,27302028898813,Seif,Ghoneim,1973-02-02,Male,0153632148,"24170 El Mostaqbal Rd., Hehia, Sharqia",A+,Aspirin allergy,Heart disease,Layan Morsi,0123820191,2025-09-11 15:42:00,1
212,29001036039703,Rehab,Hegazy,1990-01-03,Female,0126443799,"2255 26th of July Ave., Khanka, Qalyubia",O+,Aspirin allergy,Heart disease,Hana El-Iskandarany,0102833272,2024-08-30 19:36:39,1
213,25007227886200,Sarah,Osman,1950-07-22,Female,0115047064,"31653 Ramses Lane, 10th of Ramadan, North Sinai",AB-,Peanut allergy,,Sondos Ghamrawy,0159529525,2024-07-20 09:51:35,0
214,29810132388002,Sarah,Shalaby,1998-10-13,Female,0152893465,"4275 El Nile Lane, Arbaeen District, Damietta",O+,Dust allergy,,Raghad El-Qurashi,0106201448,2025-08-24 09:52:44,0
215,28611264342838,Ashraf,Osman,1986-11-26,Male,0152848703,"720 El Shohada St., Sidi Bishr, Alexandria",O+,,Hypertension,Alaa Zaker,0117556196,2025-06-10 03:22:28,0
216,25809215177601,Malak,Salem,1958-09-21,Female,0116151283,"180 El Nasr St., Mounib, Beni Suef",AB+,,Heart disease,Naglaa Saad,0157435455,2024-08-17 06:37:30,0
217,29703123146635,Samy,Abdelsalam,1997-03-12,Male,0105726747,"737 El Salam Ave., Abu Kabir, Sohag",B+,,Chronic kidney disease,Aline El-Hashemy,0127916419,2023-12-31 22:15:18,1
218,24805251379133,Saeed,Mokhtar,1948-05-25,Male,0120645973,"8270 Ramses Sq., Boulaq El Dakrour, Giza",A-,Peanut allergy,Diabetes mellitus,Radwa Saber,0129325872,2025-05-10 04:06:54,0
219,27611271681213,Mostafa,Mahmoud,1976-11-27,Male,0154376762,"44357 El Salam Lane, Aswan City, Minya",AB+,Latex allergy,,Fatma Metwally,0112299558,2024-11-11 18:57:54,0
220,29202234488175,Adham,El-Iskandarany,1992-02-23,Male,0129364849,"473 El Nile St., Faisal, Asyut",O+,Seafood allergy,Chronic kidney disease,Basmala Fahmy,0109380480,2024-07-13 10:06:15,0
221,30206232867431,Laith,Abdelsalam,2002-06-23,Male,0111802903,"29460 El Tahrir Sq., Abbassia, Cairo",B-,,,Ehab Afifi,0106971896,2024-04-24 21:31:35,0
222,25802277173442,Fatma,Amin,1958-02-27,Female,0117763798,"6441 El Shohada Rd., Quseir, Matrouh",AB-,Antibiotic allergy,Hypertension,Mostafa Mohsen,0105078305,2024-12-15 13:47:27,1
223,25204296312266,Yara,Shehata,1952-04-29,Female,0112021950,"07466 El Gomhouria Ave., Madinaty, North Sinai",O-,Penicillin allergy,Diabetes mellitus,Ramy Ali,0121015292,2024-01-17 15:25:41,1
224,30206022115410,Haitham,El-Alawy,2002-06-02,Male,0124389477,"2165 El Orouba St., Kom Hamada, Beheira",O+,Dust allergy,Asthma,Sondos El-Sakka,0116712213,2024-11-01 05:48:48,0
225,29112087030054,Mohanad,Nassar,1991-12-08,Male,0156404687,"4486 El Gomhouria St., Abu Kabir, Sharqia",AB-,,,Sherif Mahmoud,0153803327,2024-11-15 04:58:28,0
226,30411102170910,Marwan,Saad,2004-11-10,Male,0113947488,"23859 El Nile St., Montaza, Asyut",AB+,,Thyroid disorders,Saeed Abdelfattah,0115193950,2025-01-19 10:33:18,0
227,24601116594902,Rodina,Zaker,1946-01-11,Female,0124929802,"08177 El Nile Rd., Al Zohour District, Port Said",B+,,Diabetes mellitus,Abdullah Shehata,0156599974,2025-10-24 21:56:37,1
228,29308097560142,Hana,Bakr,1993-08-09,Female,0110753989,"94397 El Orouba Rd., New Salhia, New Valley",B-,Seafood allergy,,Fathy Zayed,0115428125,2025-09-13 07:14:24,1
229,28210273464270,Ehab,El-Qahery,1982-10-27,Male,0151707702,"1524 El Salam St., Shubra El Kheima, Qalyubia",O+,Dust allergy,,Selim El-Sherbiny,0127481560,2025-08-31 06:18:21,0
230,29203044131128,Sondos,El-Qurashi,1992-03-04,Female,0116787526,"941 El Zohour Sq., Abu Kabir, Matrouh",O-,Peanut allergy,Hypertension,Shaimaa Mohsen,0117384932,2024-04-03 19:00:53,0
231,26411023657192,Seif,Hussein,1964-11-02,Male,0126086591,"93853 Ramses Lane, Attaka, Luxor",A+,Seafood allergy,,Heba Shalaby,0106195276,2025-09-17 17:19:58,1
232,27108024138609,Zeinab,Salem,1971-08-02,Female,0153574597,"212 El Mostaqbal St., Quweisna, New Valley",AB-,Penicillin allergy,,Tamer Abdullah,0101123096,2023-12-23 08:57:15,0
233,26604072872644,Jouri,Hussein,1966-04-07,Female,0123181211,"8644 Airport Lane, Kafr El Zayat, Gharbia",B+,Pollen allergy,Arthritis,Ghada Sarhan,0152559150,2024-07-23 08:49:05,0
234,29704087512164,Gehad,Nassar,1997-04-08,Female,0105812379,"6192 El Haram St., 6th of October, Sohag",O+,Peanut allergy,Asthma,Rodina Abdelfattah,0152058921,2025-01-03 02:00:09,0
235,24911277820625,Raghad,El-Masry,1949-11-27,Female,0152341737,"089 El Nasr Sq., Benha, Damietta",B-,,,Talin Saber,0154047612,2025-09-07 22:58:07,1
236,27004193725735,Mohanad,Abdelhamid,1970-04-19,Male,0158700336,"29604 El Geish Ave., El Gouna, Red Sea",AB-,Dust allergy,Viral hepatitis,Donia Hassanin,0117920049,2025-07-17 03:22:05,1
237,29209057268949,Raghad,El-Ghazaly,1992-09-05,Female,0120784755,"52999 El Wahda Rd., Sayeda Zeinab, Luxor",B-,,Viral hepatitis,Anas Mahmoud,0102849272,2024-07-21 05:42:07,1
238,30703262270090,George,El-Saeedi,2007-03-26,Male,0114133601,"747 26th of July Sq., Agami, Alexandria",O+,,Thyroid disorders,Donia Mokhtar,0102335879,2024-03-03 16:14:29,1
239,25905255746573,Yasser,Ghoneim,1959-05-25,Male,0157337631,"1929 Airport Lane, Ain Shams, Sohag",AB+,Peanut allergy,,Abdelrahim Ali,0109990582,2025-08-07 01:00:12,1
240,30702124350612,Anas,El-Saeedi,2007-02-12,Male,0109557329,"0416 26th of July Sq., Suez District, Suez",A+,Penicillin allergy,,Rehab Gad,0157062691,2024-04-17 12:16:52,0
241,27302018234439,Laith,El-Ansari,1973-02-01,Male,0113528346,"038 El Salam Ave., Miami, Alexandria",AB+,Latex allergy,Arthritis,Reem El-Hashemy,0151752133,2024-05-04 08:37:40,1
242,28402121515621,Sondos,Wahba,1984-02-12,Female,0110472506,"566 El Mostaqbal Sq., Sidi Bishr, Beni Suef",A+,,,Nora Ramadan,0151296714,2024-12-30 07:54:27,1
243,29212236740028,Rawan,Abdelsalam,1992-12-23,Female,0105177978,"9562 El Horreya Lane, Minya El Qamh, Sharqia",O-,,,Malek Kamel,0158949532,2024-09-17 07:49:06,1
244,27504273196195,Marwan,El-Sherif,1975-04-27,Male,0121693857,"1713 Salah Salem Sq., Al Sharq District, Port Said",A+,Antibiotic allergy,,Zeinab Mansour,0112047269,2024-04-24 16:32:00,0
245,30312310757117,Mahmoud,Salama,2003-12-31,Male,0159932229,"52877 Salah Salem Ave., Qantara Sharq, Ismailia",O-,Peanut allergy,,Abdullah Wahba,0122153815,2025-03-13 14:47:50,0
246,25306102874197,Ziad,Kamel,1953-06-10,Male,0129606886,"1075 El Tahrir Rd., Talkha, Matrouh",A-,Aspirin allergy,,Raghad Ramadan,0107761024,2023-12-11 00:40:53,1
247,24606135800736,Fathy,El-Sherbiny,1946-06-13,Male,0105937889,"7040 El Horreya Sq., New Salhia, North Sinai",O-,Peanut allergy,,Ehab Saber,0104648109,2025-02-25 18:50:26,1
248,28008236083042,Salma,Mokhtar,1980-08-23,Female,0156447579,"460 26th of July Sq., Zifta, Matrouh",A-,Latex allergy,Heart disease,Rahma Abdelhamid,0118774951,2024-07-21 22:27:11,0
249,28006268652065,Nariman,El-Masry,1980-06-26,Female,0101780933,"42390 El Salam Ave., Mounib, Giza",AB-,Seafood allergy,Thyroid disorders,Ziad Amin,0115769488,2025-09-27 21:25:01,1
250,29404152586147,Raghad,Saber,1994-04-15,Female,0124172280,"55808 El Wahda Rd., Ashmoun, Monufia",A-,Aspirin allergy,Diabetes mellitus,Zaid El-Sherif,0118910984,2024-02-11 21:34:21,0
251,24906283068408,Maryam,Mahmoud,1949-06-28,Female,0100893154,"314 El Gomhouria Sq., Zamalek, Damietta",O+,Peanut allergy,Chronic kidney disease,Adel Ali,0125054222,2025-05-22 14:22:05,0
252,27207104888881,Fatma,Mahmoud,1972-07-10,Female,0112508009,"1650 El Wahda Ave., Gamasa, Dakahlia",O-,Pollen allergy,,Nour El-Din Fahmy,0115720408,2024-10-14 06:07:45,0
253,27212026579792,Ayman,Ghamrawy,1972-12-02,Male,0107357395,"012 El Geish Rd., Belbeis, Minya",AB+,Penicillin allergy,Arthritis,Haitham Mansour,0106912003,2025-04-01 22:25:13,1
254,29704234910435,Fares,Bakr,1997-04-23,Male,0153262401,"48412 El Salam Rd., Heliopolis, Cairo",O+,Aspirin allergy,,Adam Saber,0103000881,2024-12-12 22:14:26,1
255,26904270405649,Farida,El-Sherif,1969-04-27,Female,0108840021,"798 Ramses Sq., Al Arab District, North Sinai",O-,Dust allergy,Asthma,Raed Saad,0119408783,2025-08-02 02:55:33,0
256,25504132246824,Basmala,Mansour,1955-04-13,Female,0126584492,"859 Misr Rd., Damanhour, New Valley",O+,,Diabetes mellitus,Raghad Mahmoud,0152346447,2024-02-26 19:11:26,0
257,29101064268497,Mohanad,Abdelhamid,1991-01-06,Male,0118888882,"667 El Wahda Rd., Gamasa, Dakahlia",B-,Latex allergy,,Soha El-Alawy,0128392979,2024-07-19 23:20:53,0
