doctor_id,national_id,first_name,last_name,specialization,license_number,phone,years_of_experience,consultation_fee,is_active,registration_date
886,26710058197732,Fares,El-Araby,Endocrinology,MOH-END-641072,0104945721,1,291.77,1,2022-12-09 18:42:08
887,27311043171435,Hassan,Salem,Orthopedics,MOH-ORT-314273,0152059074,7,160.2,0,2025-09-05 18:07:19
888,29612318194907,Habiba,Ghoneim,Obesity Management,MOH-OBE-880205,0122180271,1,597.42,0,2021-06-24 20:58:22
889,26907031897851,Yasser,El-Sherif,Dentistry,MOH-DEN-401413,0116715916,25,307.99,1,2021-01-03 09:32:42
890,27010317525980,Naglaa,Sobhy,Ophthalmology,MOH-OPH-992835,0104793006,23,156.21,1,2024-04-04 12:58:00
891,28001068810538,Youssef,Sarhan,Pediatrics,MOH-PED-709370,0120716372,15,518.57,0,2023-05-06 02:29:20
892,25808210271251,Sherif,Ghoneim,ENT (Otolaryngology),MOH-ENT-754261,0151205859,22,447.32,0,2022-05-30 15:10:24
893,26111207244520,Rasha,Sobhy,Psychiatry,MOH-PSY-350748,0121826226,18,158.91,0,2024-08-07 00:29:22
894,28203117716207,Salma,El-Iskandarany,Pediatrics,MOH-PED-360344,0155696181,10,509.35,1,2021-05-27 10:39:22
895,26908051533233,Marwan,El-Araby,Neurology,MOH-NEU-276578,0150022518,8,547.03,1,2021-01-27 20:09:35
896,27103018676600,Rasha,Osman,Internal Medicine,MOH-INT-450458,0156881112,29,481.79,1,2025-02-28 16:22:26
897,28810166996700,Safaa,Shawky,ENT (Otolaryngology),MOH-ENT-197507,0110454561,9,653.97,0,2021-11-29 17:44:59
898,28001205755685,Yasmine,Mansour,Psychiatry,MOH-PSY-191097,0111644885,11,439.23,1,2023-09-30 23:20:24
899,27102190251581,Dina,Gad,Pulmonology,MOH-PUL-738093,0121023846,26,364.18,0,2022-11-09 23:34:42
900,26007215029895,Ali,Hussein,Urology,MOH-URO-239408,0155599963,32,726.46,1,2021-07-08 07:24:20
901,27606247896818,Ramy,Sobhy,Orthopedics,MOH-ORT-804380,0158505425,12,790.7,1,2022-01-14 05:45:45
902,25701285831181,Mona,Afifi,Neurology,MOH-NEU-951084,0155119181,43,630.12,0,2022-05-27 18:07:01
903,29704260549681,Safaa,Bakr,General Surgery,MOH-GEN-722455,0152344361,4,416.58,0,2023-12-16 01:31:10
904,29710064398845,Abeer,El-Saeedi,Cardiology,MOH-CAR-515969,0151573193,2,632.57,1,2024-07-23 18:38:58
905,28703016140884,Hagar,Ali,Oncology,MOH-ONC-849011,0127371539,11,492.12,1,2023-02-23 02:40:10
906,28010251750135,Bilal,El-Masry,Ophthalmology,MOH-OPH-195707,0157548572,19,174.89,0,2025-10-09 01:28:30
907,27910138197244,Rehab,Farag,Dermatology,MOH-DER-459516,0103008364,6,519.25,1,2020-12-11 00:59:57
908,27003154797824,Rahma,El-Khouly,Cardiology,MOH-CAR-952609,0122431701,21,646.58,0,2023-04-01 13:47:59
909,28010147398227,Hanan,Nassar,Clinical Nutrition,MOH-CLI-927347,0126003806,3,271.69,0,2023-04-08 20:37:49
910,27709075298332,Yasser,El-Saeedi,Orthopedics,MOH-ORT-773958,0101205027,12,181.38,1,2022-03-04 06:24:04
911,29208314493321,Rahma,Saber,Pulmonology,MOH-PUL-331694,0121163710,3,492.74,0,2023-03-20 15:35:25
912,25512172685102,Rahma,El-Khouly,Clinical Nutrition,MOH-CLI-196870,0124744636,2,357.39,0,2024-12-01 19:25:42
913,27711285586312,Medhat,Nassar,Urology,MOH-URO-206503,0124065413,15,603.72,0,2024-06-27 23:54:24
914,27607093614868,Shaimaa,Abo El-Naga,Urology,MOH-URO-711377,0153973478,20,477.89,1,2021-07-10 07:25:46
915,25605243218150,Hassan,Ramadan,Dermatology,MOH-DER-338782,0156713356,31,672.36,1,2023-03-22 06:52:08
916,28904182782599,Karim,El-Shennawy,Oncology,MOH-ONC-569828,0113506951,0,160.82,1,2022-01-14 02:02:01
917,29009080724201,Iman,Shawky,Oncology,MOH-ONC-623783,0128822131,7,128.79,1,2022-10-11 23:13:44
918,29208036099091,Abdelaziz,Mansour,Urology,MOH-URO-214395,0107503716,9,648.67,0,2021-03-25 04:06:54
919,25608223126632,Saeed,El-Omda,Pulmonology,MOH-PUL-812889,0150187735,2,237.58,0,2025-10-06 02:01:36
920,28101256298242,Rahma,El-Saeedi,Psychiatry,MOH-PSY-927299,0120193609,9,758.41,1,2023-05-12 11:38:51
921,27005291033105,Dina,Abdelfattah,Dentistry,MOH-DEN-740203,0156146139,28,728.27,1,2023-12-30 06:02:41
922,26204296767680,Sarah,El-Sherif,Immunology,MOH-IMM-796885,0155791883,9,556.11,1,2022-07-01 19:53:04
923,25703071635890,Abdelrahman,Sarhan,Obstetrics and Gynecology,MOH-OBS-850769,0100714866,1,412.24,1,2021-05-18 00:06:26
924,27212064309737,Youssef,Salem,Obesity Management,MOH-OBE-335408,0152579968,3,682.66,1,2022-01-21 08:33:42
925,28802100743214,Amr,Ramadan,Family Medicine,MOH-FAM-200434,0104032869,6,312.21,0,2024-02-08 03:06:01
926,27608110144017,Hamza,Osman,Orthopedics,MOH-ORT-103333,0108893163,23,109.67,1,2023-02-25 00:55:13
927,28309054196632,Ali,El-Sherif,Orthopedics,MOH-ORT-692096,0124668510,9,444.04,0,2021-08-18 21:44:41
928,26704150780329,Aya,Mahmoud,Pulmonology,MOH-PUL-937151,0112085751,27,479.41,1,2025-07-15 17:10:36
929,29210112879860,Noha,El-Sherif,Dentistry,MOH-DEN-396535,0156204283,4,757.84,0,2025-09-17 09:26:43
930,28810263801744,Abeer,Osman,ENT (Otolaryngology),MOH-ENT-281758,0108228877,6,159.14,0,2021-10-08 14:51:53
931,29812306893736,Samy,El-Khouly,Pediatrics,MOH-PED-614010,0118944131,2,481.1,0,2022-02-25 20:19:23
932,29111093623769,Yasmine,Abdullah,Internal Medicine,MOH-INT-463867,0102756977,8,139.02,1,2024-08-16 05:53:31
933,28205113409194,Ramy,El-Araby,ENT (Otolaryngology),MOH-ENT-799780,0118230787,14,506.54,0,2024-12-04 04:59:38
934,27107031663567,Habiba,Shalaby,Orthopedics,MOH-ORT-998431,0117440578,13,487.99,0,2024-01-16 19:39:12
935,29006291879354,Hassan,Shalaby,Emergency Medicine,MOH-EME-284071,0124615990,1,166.82,0,2024-05-13 05:41:30
936,28308270402631,Islam,El-Alawy,Obstetrics and Gynecology,MOH-OBS-308846,0104382193,0,448.66,0,2022-06-19 08:24:53
937,27203282592778,Abdelrahman,El-Qurashi,Dermatology,MOH-DER-148958,0117296993,4,638.31,0,2023-10-14 20:27:11
938,26510262693441,Fatma,Gad,Emergency Medicine,MOH-EME-892137,0121420419,15,557.24,0,2023-12-30 01:49:14
939,29203137254299,Ibrahim,El-Saeedi,Psychiatry,MOH-PSY-220028,0100599634,4,146.22,1,2022-01-24 21:15:51
940,28405173520912,Mohamed,Saber,Psychiatry,MOH-PSY-174594,0115309344,4,100.78,0,2021-04-24 05:08:35
941,29210315466693,Ahmed,Wahba,Obesity Management,MOH-OBE-806466,0115543076,7,526.74,0,2023-05-24 08:39:45
942,28309298011013,Samy,Shalaby,Pulmonology,MOH-PUL-860480,0150739731,8,432.48,0,2024-04-30 20:03:57
943,28402236659022,Heba,Amin,Emergency Medicine,MOH-EME-281428,0150022562,0,621.1,0,2022-06-09 05:35:35
944,27804228508450,Mahmoud,Salama,Ophthalmology,MOH-OPH-632490,0110597127,22,577.35,1,2025-05-25 09:40:00
945,28008035678609,Yasmine,Sobhy,Obstetrics and Gynecology,MOH-OBS-593285,0116800995,20,164.3,1,2025-10-22 06:37:38
946,28502272766455,Youssef,Salama,Obstetrics and Gynecology,MOH-OBS-824130,0129580582,9,358.54,1,2024-01-22 12:14:52
947,29304106859409,Mona,El-Shennawy,Family Medicine,MOH-FAM-416616,0111652485,0,169.61,1,2024-05-19 02:13:49
948,29403111885585,Mona,Zayed,Family Medicine,MOH-FAM-966146,0151604357,6,580.74,1,2022-04-30 11:52:41
949,27905183024691,Mahmoud,Mahmoud,Dermatology,MOH-DER-841877,0151278512,11,374.99,1,2021-02-12 09:20:19
950,27505121624961,Hagar,Osman,Endocrinology,MOH-END-353869,0118216076,20,251.87,1,2024-01-30 12:52:29
951,27207130142021,Mona,El-Qurashi,Neurology,MOH-NEU-545965,0159865037,17,423.86,1,2022-10-07 07:21:36
952,26510188472732,Youssef,Osman,Neurology,MOH-NEU-615098,0119112737,7,267.43,0,2023-01-18 10:32:07
953,25812056396720,Abeer,Wahba,Internal Medicine,MOH-INT-844578,0102953832,6,316.53,1,2022-07-01 21:35:24
954,26310171113861,Aya,Bakr,Internal Medicine,MOH-INT-719150,0151787879,4,121.87,1,2025-11-21 04:18:29
955,29604226491699,Ali,Osman,Endocrinology,MOH-END-107916,0100365087,1,123.51,0,2025-02-01 13:21:12
956,25804100210549,Mona,Hussein,Pediatrics,MOH-PED-786494,0128342480,14,427.96,0,2023-12-13 07:37:34
957,27710111179374,Islam,El-Qahery,General Surgery,MOH-GEN-937047,0157753575,19,336.29,1,2025-03-18 00:38:49
958,28002021963165,Habiba,Abo El-Naga,Dermatology,MOH-DER-849908,0118743868,3,249.75,1,2023-08-25 17:06:13
959,27004278280335,Tarek,El-Sherbiny,Cardiology,MOH-CAR-965834,0109618046,4,432.43,1,2023-08-31 15:51:29
960,29604142634574,Tamer,El-Sherbiny,Family Medicine,MOH-FAM-373844,0129848939,1,123.66,1,2023-08-04 03:17:41
961,25705094776768,Safaa,Saad,Obstetrics and Gynecology,MOH-OBS-114612,0128450733,43,466.43,1,2021-07-27 03:20:10
962,29809115675857,Saeed,Farag,Endocrinology,MOH-END-629531,0108771849,2,708.45,0,2024-04-08 23:44:24
963,27110291898556,Wael,El-Omda,Neurology,MOH-NEU-237946,0128355888,8,782.34,0,2024-08-04 01:21:42
964,27811120683442,Mona,Mansour,Ophthalmology,MOH-OPH-118733,0157683078,23,768.85,0,2021-07-21 09:42:04
965,27609273404598,Mohamed,Fahmy,Dentistry,MOH-DEN-807176,0105067983,21,439.99,1,2021-03-07 07:43:34
966,28106066410416,Youssef,Mohsen,General Surgery,MOH-GEN-286301,0153697647,7,408.02,0,2022-10-19 19:06:18
967,27809020652407,Hanan,Zayed,Dentistry,MOH-DEN-744154,0150220090,2,234.26,0,2023-10-12 01:18:28
968,26501068311350,Fares,Fahmy,Obesity Management,MOH-OBE-387209,0104709284,33,258.85,1,2022-02-16 16:37:48
969,29708047294437,Mostafa,El-Sherbiny,Psychiatry,MOH-PSY-407549,0101002777,3,354.48,1,2022-01-17 12:30:56
970,27401135672991,Ashraf,El-Qurashi,Pulmonology,MOH-PUL-855737,0108800263,12,615.5,0,2023-08-10 04:25:59
971,27405061201034,Ramy,Abdelaziz,Pediatrics,MOH-PED-764334,0111976323,17,428.39,0,2021-05-11 18:46:05
972,28112093315624,Naglaa,Ghoneim,Urology,MOH-URO-701561,0104726612,8,134.01,0,2021-07-06 16:43:35
973,25607082170276,Karim,Amin,ENT (Otolaryngology),MOH-ENT-378855,0118050731,34,583.28,1,2023-10-18 23:30:39
974,25804226729195,Abdullah,Sobhy,General Surgery,MOH-GEN-284546,0150453993,6,421.61,0,2021-10-30 13:52:05
975,27909273795585,Samar,Salem,Urology,MOH-URO-731029,0129656289,16,128.17,0,2024-12-04 17:38:36
976,28912300822719,Tarek,Abdelhamid,Pulmonology,MOH-PUL-303639,0120248175,2,433.66,0,2024-06-28 08:09:03
977,27112066529831,Tamer,Amin,Oncology,MOH-ONC-370226,0154957597,9,552.12,1,2025-05-12 19:21:08
978,25903285679366,Rehab,El-Aswany,Ophthalmology,MOH-OPH-414214,0114586247,21,311.59,0,2023-09-30 09:20:21
979,25908221237038,Marwan,Abdelaziz,Dermatology,MOH-DER-468414,0102992890,7,754.28,0,2025-04-18 06:33:44
980,29510285122011,Abdullah,El-Khouly,Cardiology,MOH-CAR-504081,0155760998,5,229.98,0,2025-05-10 22:34:03
981,26806046985107,Lobna,Sarhan,Immunology,MOH-IMM-616239,0117456994,31,347.62,0,2025-01-16 11:32:12
982,28502265821192,Medhat,Salem,Cardiology,MOH-CAR-471154,0126482992,12,643.37,0,2024-12-08 05:04:14
983,26802296899763,Yasmine,Saber,Dermatology,MOH-DER-900585,0129701859,4,766.18,1,2022-07-08 14:55:39
984,26110052858570,Saeed,Osman,Obstetrics and Gynecology,MOH-OBS-955887,0124988301,10,248.88,1,2025-06-02 19:10:10
985,26109181793407,Ghada,El-Aswany,Oncology,MOH-ONC-369367,0157249563,40,784.81,0,2024-06-03 12:38:00
986,26807293342597,Hussein,Kamel,Internal Medicine,MOH-INT-415126,0114864551,14,611.6,0,2023-04-22 18:55:29
987,27108145724097,Ashraf,Mohsen,Urology,MOH-URO-330690,0102352515,1,369.2,1,2022-07-01 03:09:43
988,29605151354389,Laila,Ramadan,Ophthalmology,MOH-OPH-562828,0151056820,3,550.37,1,2022-07-25 09:54:44
989,27810098473631,Ashraf,Salem,Clinical Nutrition,MOH-CLI-862221,0118718312,15,618.09,0,2022-03-28 04:32:53
990,28804065371414,Ahmed,Farag,Oncology,MOH-ONC-857404,0124448903,9,392.33,0,2024-05-15 12:35:22
991,26010055962626,Fatma,Farag,ENT (Otolaryngology),MOH-ENT-225756,0157188660,3,532.19,0,2023-11-21 23:09:37
992,27011188678305,Malak,Amin,Ophthalmology,MOH-OPH-939270,0155141143,23,661.16,1,2024-05-25 06:21:34
993,26203185682005,Samar,Afifi,ENT (Otolaryngology),MOH-ENT-413376,0106369258,1,474.82,1,2024-06-29 19:31:02
994,25701175599688,Mona,Abdelfattah,General Surgery,MOH-GEN-559348,0125992661,5,637.91,0,2024-01-12 18:40:58
995,25611140178427,Farida,El-Aswany,Emergency Medicine,MOH-EME-214358,0153202904,9,470.31,1,2025-02-07 21:44:20
996,28312315511622,Malak,Kamel,Clinical Nutrition,MOH-CLI-222968,0151022877,15,532.24,0,2024-12-04 03:47:23
997,26211150152152,Tarek,Amin,Endocrinology,MOH-END-978560,0153336621,26,416.39,0,2023-11-24 11:35:22
998,30004193812964,Hagar,Hegazy,Endocrinology,MOH-END-649851,0155251401,1,557.45,0,2023-11-03 06:45:01
999,28407258852875,Mostafa,El-Shennawy,Obesity Management,MOH-OBE-942802,0157956829,10,272.81,0,2025-09-21 21:45:10
1000,29101173749511,Bilal,Shehata,Oncology,MOH-ONC-134159,0118882421,8,743.14,1,2025-10-07 13:57:31
